Id,Name,countryName,agespan,gender,occupation,industry,domain,domain2
9489,J. Willard gibbs,United states,64,Male,Physicist,Natural sciences,Science & technology,Science & technology
9490,Joe lieberman,United states,76,Male,Politician,Government,Institutions,Government
9491,John brown,United states,59,Male,Social activist,Activism,Public figure,Public figure
9492,John franklin enders,United states,88,Male,Biologist,Natural sciences,Science & technology,Science & technology
9493,John hasbrouck van vleck,United states,81,Male,Physicist,Natural sciences,Science & technology,Science & technology
9494,John mayer,United states,41,Male,Musician,Music,Arts,Arts
9495,Justin long,United states,40,Male,Actor,Film and theatre,Arts,Arts
9496,Katharine hepburn,United states,96,Female,Actor,Film and theatre,Arts,Arts
9497,Meg ryan,United states,57,Female,Actor,Film and theatre,Arts,Arts
9498,Noah webster,United states,85,Male,Linguist,Language,Humanities,Humanities
9499,P. T. Barnum,United states,81,Male,Businessperson,Business,Business & law,Business & law
9500,Paul giamatti,United states,51,Male,Actor,Film and theatre,Arts,Arts
9501,Ralph nader,United states,84,Male,Politician,Government,Institutions,Government
9502,Robert mitchum,United states,80,Male,Actor,Film and theatre,Arts,Arts
9503,Roger wolcott sperry,United states,81,Male,Psychologist,Social sciences,Science & technology,Science & technology
9504,Samuel colt,United states,48,Male,Inventor,Invention,Science & technology,Science & technology
9505,Seth macfarlane,United states,45,Male,Actor,Film and theatre,Arts,Arts
9506,Stephenie meyer,United states,45,Female,Writer,Language,Humanities,Humanities
9507,Suzanne collins,United states,56,Female,Writer,Language,Humanities,Humanities
9508,Thom mayne,United states,74,Male,Architect,Design,Arts,Arts
9509,Vint cerf,United states,75,Male,Computer scientist,Computer science,Science & technology,Science & technology
9510,Annie jump cannon,United states,78,Female,Astronomer,Natural sciences,Science & technology,Science & technology
9511,Daniel nathans,United states,71,Male,Biologist,Natural sciences,Science & technology,Science & technology
9512,Elisabeth shue,United states,55,Female,Actor,Film and theatre,Arts,Arts
9513,Ryan phillippe,United states,44,Male,Actor,Film and theatre,Arts,Arts
9514,Amare stoudemire,United states,36,Male,Basketball player,Team sports,Sports,Sports
9515,Ashley greene,United states,31,Female,Actor,Film and theatre,Arts,Arts
9516,Bella thorne,United states,21,Female,Actor,Film and theatre,Arts,Arts
9517,Cannonball adderley,United states,47,Male,Musician,Music,Arts,Arts
9518,Carla gugino,United states,47,Female,Actor,Film and theatre,Arts,Arts
9519,Carrot top,United states,53,Male,Actor,Film and theatre,Arts,Arts
9520,Chris evert,United states,64,Female,Tennis player,Individual sport,Sports,Sports
9521,David archuleta,United states,28,Male,Singer,Music,Arts,Arts
9522,David robinson,United states,53,Male,Basketball player,Team sports,Sports,Sports
9523,Debbie harry,United states,73,Female,Singer,Music,Arts,Arts
9524,Eva mendes,United states,44,Female,Actor,Film and theatre,Arts,Arts
9525,Faye dunaway,United states,77,Female,Actor,Film and theatre,Arts,Arts
9526,Flo rida,United states,39,Male,Singer,Music,Arts,Arts
9527,Fred durst,United states,48,Male,Musician,Music,Arts,Arts
9528,Greg cipes,United states,38,Male,Actor,Film and theatre,Arts,Arts
9529,Jason derulo,United states,29,Male,Singer,Music,Arts,Arts
9530,Jim morrison,United states,28,Male,Singer,Music,Arts,Arts
9531,John archibald wheeler,United states,97,Male,Physicist,Natural sciences,Science & technology,Science & technology
9532,Justin bartha,United states,40,Male,Actor,Film and theatre,Arts,Arts
9533,Kelly kelly,United states,31,Female,Wrestler,Individual sport,Sports,Sports
9534,Phil hill,United states,81,Male,Racecar driver,Individual sport,Sports,Sports
9535,Pitbull,United states,37,Male,Musician,Music,Arts,Arts
9536,Sean kingston,United states,28,Male,Singer,Music,Arts,Arts
9537,Sidney poitier,United states,91,Male,Actor,Film and theatre,Arts,Arts
9538,T-pain,United states,33,Male,Singer,Music,Arts,Arts
9539,Tracy mcgrady,United states,39,Male,Basketball player,Team sports,Sports,Sports
9540,Victoria justice,United states,25,Female,Actor,Film and theatre,Arts,Arts
9541,Vince carter,United states,41,Male,Basketball player,Team sports,Sports,Sports
9542,Wesley snipes,United states,56,Male,Actor,Film and theatre,Arts,Arts
9543,William h. Macy,United states,68,Male,Actor,Film and theatre,Arts,Arts
9544,Alice walker,United states,74,Female,Writer,Language,Humanities,Humanities
9545,Angelo taylor,United states,40,Male,Athlete,Individual sport,Sports,Sports
9546,Ben bernanke,United states,65,Male,Economist,Social sciences,Science & technology,Science & technology
9547,Blake clark,United states,72,Male,Actor,Film and theatre,Arts,Arts
9548,Brittany murphy,United states,32,Female,Actor,Film and theatre,Arts,Arts
9549,Cee-lo,United states,44,Male,Singer,Music,Arts,Arts
9550,Chloë moretz,United states,21,Female,Actor,Film and theatre,Arts,Arts
9551,Chris tucker,United states,47,Male,Actor,Film and theatre,Arts,Arts
9552,Dakota fanning,United states,24,Female,Actor,Film and theatre,Arts,Arts
9553,Dianna agron,United states,32,Female,Actor,Film and theatre,Arts,Arts
9554,Dwight howard,United states,33,Male,Basketball player,Team sports,Sports,Sports
9555,Elle fanning,United states,20,Female,Actor,Film and theatre,Arts,Arts
9556,Erskine caldwell,United states,84,Male,Writer,Language,Humanities,Humanities
9557,Holly hunter,United states,60,Female,Actor,Film and theatre,Arts,Arts
9558,Hulk hogan,United states,65,Male,Wrestler,Individual sport,Sports,Sports
9559,Jasper johns,United states,88,Male,Painter,Fine arts,Arts,Arts
9560,Jeff daniels,United states,63,Male,Actor,Film and theatre,Arts,Arts
9561,Joanne woodward,United states,88,Female,Actor,Film and theatre,Arts,Arts
9563,Julia roberts,United states,51,Female,Actor,Film and theatre,Arts,Arts
9564,Kanye west,United states,41,Male,Singer,Music,Arts,Arts
9565,Kelly rowland,United states,37,Female,Singer,Music,Arts,Arts
9566,Keri hilson,United states,36,Female,Singer,Music,Arts,Arts
9567,Kim basinger,United states,65,Female,Actor,Film and theatre,Arts,Arts
9568,Laurence fishburne,United states,57,Male,Actor,Film and theatre,Arts,Arts
9569,Lil jon,United states,47,Male,Singer,Music,Arts,Arts
9570,Little richard,United states,86,Male,Singer,Music,Arts,Arts
9571,Margaret mitchell,United states,49,Female,Writer,Language,Humanities,Humanities
9572,"Martin luther king, jr.",United states,39,Male,Social activist,Activism,Public figure,Public figure
9573,Michael stipe,United states,58,Male,Musician,Music,Arts,Arts
9574,Oliver hardy,United states,65,Male,Actor,Film and theatre,Arts,Arts
9575,Otis redding,United states,26,Male,Singer,Music,Arts,Arts
9576,Pope boniface ii,United states,62,Male,Religious figure,Religion,Institutions,Religion
9577,Ray charles,United states,74,Male,Musician,Music,Arts,Arts
9578,Robert patrick,United states,60,Male,Actor,Film and theatre,Arts,Arts
9579,Spike lee,United states,61,Male,Film director,Film and theatre,Arts,Arts
9580,Steven soderbergh,United states,55,Male,Film director,Film and theatre,Arts,Arts
9581,T.i.,United states,38,Male,Singer,Music,Arts,Arts
9582,Will wright,United states,58,Male,Game designer,Design,Arts,Arts
9583,Barack obama,United states,57,Male,Politician,Government,Institutions,Government
9584,Bette midler,United states,73,Female,Actor,Film and theatre,Arts,Arts
9585,Bruno mars,United states,33,Male,Singer,Music,Arts,Arts
9586,Hiram bingham iii,United states,81,Male,Politician,Government,Institutions,Government
9588,Lauren graham,United states,51,Female,Actor,Film and theatre,Arts,Arts
9589,Liliʻuokalani,United states,79,Female,Nobleman,Government,Institutions,Government
9590,Maggie q,United states,39,Female,Actor,Film and theatre,Arts,Arts
9591,Nicole kidman,United states,51,Female,Actor,Film and theatre,Arts,Arts
9592,Nicole scherzinger,United states,40,Female,Singer,Music,Arts,Arts
9593,Robert kiyosaki,United states,71,Male,Businessperson,Business,Business & law,Business & law
9594,Tia carrere,United states,51,Female,Actor,Film and theatre,Arts,Arts
9595,Alan j. Heeger,United states,82,Male,Chemist,Natural sciences,Science & technology,Science & technology
9596,Andy williams,United states,85,Male,Singer,Music,Arts,Arts
9597,Ashton kutcher,United states,40,Male,Actor,Film and theatre,Arts,Arts
9598,Bill bryson,United states,67,Male,Writer,Language,Humanities,Humanities
9599,Brandon routh,United states,39,Male,Actor,Film and theatre,Arts,Arts
9600,Carl van vechten,United states,84,Male,Photographer,Fine arts,Arts,Arts
9601,Corey taylor,United states,45,Male,Musician,Music,Arts,Arts
9602,Donna reed,United states,65,Female,Actor,Film and theatre,Arts,Arts
9603,Edwin g. Krebs,United states,91,Male,Chemist,Natural sciences,Science & technology,Science & technology
9604,Elijah wood,United states,37,Male,Actor,Film and theatre,Arts,Arts
9605,Glenn miller,United states,40,Male,Musician,Music,Arts,Arts
9606,Grant wood,United states,51,Male,Painter,Fine arts,Arts,Arts
9607,Henry a. Wallace,United states,77,Male,Politician,Government,Institutions,Government
9608,Herbert hoover,United states,90,Male,Politician,Government,Institutions,Government
9609,James van allen,United states,92,Male,Astronomer,Natural sciences,Science & technology,Science & technology
9610,Joey jordison,United states,43,Male,Musician,Music,Arts,Arts
9611,John wayne,United states,72,Male,Actor,Film and theatre,Arts,Arts
9612,Johnny carson,United states,80,Male,Presenter,Media personalit,Public figure,Public figure
9613,Kate mulgrew,United states,63,Female,Actor,Film and theatre,Arts,Arts
9614,Lara flynn boyle,United states,48,Female,Actor,Film and theatre,Arts,Arts
9615,Lee de forest,United states,88,Male,Inventor,Invention,Science & technology,Science & technology
9616,Michael emerson,United states,64,Male,Actor,Film and theatre,Arts,Arts
9617,Michele bachmann,United states,62,Female,Politician,Government,Institutions,Government
9618,Michelle monaghan,United states,42,Female,Actor,Film and theatre,Arts,Arts
9619,Norman borlaug,United states,95,Male,Biologist,Natural sciences,Science & technology,Science & technology
9621,Ezra pound,United states,87,Male,Writer,Language,Humanities,Humanities
9622,James rainwater,United states,69,Male,Physicist,Natural sciences,Science & technology,Science & technology
9623,Lana turner,United states,74,Female,Actor,Film and theatre,Arts,Arts
9624,Sarah palin,United states,54,Female,Politician,Government,Institutions,Government
9625,Aaron swartz,United states,27,Male,Social activist,Activism,Public figure,Public figure
9626,Alison krauss,United states,47,Female,Musician,Music,Arts,Arts
9627,Anastacia,United states,50,Female,Singer,Music,Arts,Arts
9628,Andre iguodala,United states,34,Male,Basketball player,Team sports,Sports,Sports
9629,Anton lavey,United states,67,Male,Writer,Language,Humanities,Humanities
9630,Ben roy mottelson,United states,92,Male,Physicist,Natural sciences,Science & technology,Science & technology
9631,Benny goodman,United states,77,Male,Musician,Music,Arts,Arts
9632,Bernie mac,United states,51,Male,Actor,Film and theatre,Arts,Arts
9633,Betty ford,United states,93,Female,Social activist,Activism,Public figure,Public figure
9634,Betty friedan,United states,85,Female,Writer,Language,Humanities,Humanities
9635,Bill murray,United states,68,Male,Actor,Film and theatre,Arts,Arts
9636,Billy zane,United states,52,Male,Actor,Film and theatre,Arts,Arts
9637,Bobby fischer,United states,65,Male,Chessmaster,Individual sport,Sports,Sports
9638,Bonnie hunt,United states,57,Female,Actor,Film and theatre,Arts,Arts
9639,Brad guzan,United states,34,Male,Soccer player,Team sports,Sports,Sports
9640,Bruce beutler,United states,61,Male,Biologist,Natural sciences,Science & technology,Science & technology
9641,Calista flockhart,United states,54,Female,Actor,Film and theatre,Arts,Arts
9642,Carl rogers,United states,85,Male,Psychologist,Social sciences,Science & technology,Science & technology
9643,Carl sandburg,United states,89,Male,Writer,Language,Humanities,Humanities
9644,Chaka khan,United states,65,Female,Musician,Music,Arts,Arts
9645,Charlton heston,United states,85,Male,Actor,Film and theatre,Arts,Arts
9646,Chris o'donnell,United states,48,Male,Actor,Film and theatre,Arts,Arts
9647,Cindy crawford,United states,52,Female,Model,Media personalit,Public figure,Public figure
9648,Clinton davisson,United states,77,Male,Physicist,Natural sciences,Science & technology,Science & technology
9649,Clyde tombaugh,United states,91,Male,Astronomer,Natural sciences,Science & technology,Science & technology
9650,Cm punk,United states,40,Male,Wrestler,Individual sport,Sports,Sports
9651,Curtis mayfield,United states,57,Male,Musician,Music,Arts,Arts
9652,Dan castellaneta,United states,61,Male,Actor,Film and theatre,Arts,Arts
9653,Dan simmons,United states,70,Male,Writer,Language,Humanities,Humanities
9654,Daryl hannah,United states,58,Female,Actor,Film and theatre,Arts,Arts
9655,Denise richards,United states,47,Female,Actor,Film and theatre,Arts,Arts
9656,Derrick rose,United states,30,Male,Basketball player,Team sports,Sports,Sports
9657,Donald rumsfeld,United states,86,Male,Politician,Government,Institutions,Government
9658,Dwyane wade,United states,36,Male,Basketball player,Team sports,Sports,Sports
9659,Eddie vedder,United states,54,Male,Musician,Music,Arts,Arts
9660,Edgar rice burroughs,United states,75,Male,Writer,Language,Humanities,Humanities
9661,Edmund phelps,United states,85,Male,Economist,Social sciences,Science & technology,Science & technology
9662,Edward adelbert doisy,United states,93,Male,Chemist,Natural sciences,Science & technology,Science & technology
9663,Edward mills purcell,United states,85,Male,Physicist,Natural sciences,Science & technology,Science & technology
9664,Ernest hemingway,United states,62,Male,Writer,Language,Humanities,Humanities
9665,Eugene andrew cernan,United states,83,Male,Astronaut,Explorers,Exploration,Exploration
9666,Frances mcdormand,United states,61,Female,Actor,Film and theatre,Arts,Arts
9667,Frank drake,United states,88,Male,Astronomer,Natural sciences,Science & technology,Science & technology
9668,Gary coleman,United states,42,Male,Actor,Film and theatre,Arts,Arts
9669,Gary sinise,United states,63,Male,Actor,Film and theatre,Arts,Arts
9670,Gillian anderson,United states,50,Female,Actor,Film and theatre,Arts,Arts
9671,Gloria swanson,United states,84,Female,Actor,Film and theatre,Arts,Arts
9672,H. Robert horvitz,United states,71,Male,Biologist,Natural sciences,Science & technology,Science & technology
9673,Harrison ford,United states,76,Male,Actor,Film and theatre,Arts,Arts
9674,Harry markowitz,United states,91,Male,Economist,Social sciences,Science & technology,Science & technology
9675,Herbie hancock,United states,78,Male,Musician,Music,Arts,Arts
